,coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date
354,STP Network,STPT,0.087992796441,0.0,0.016,-0.046,7298290.0,127931734.0,2022-03-17
355,Steem,STEEM,0.322052,0.004,0.02,-0.011,4267199.0,127246640.0,2022-03-17
356,DEAPCOIN,DEP,0.027101682754,-0.008,-0.018,-0.159,5123322.0,126235341.0,2022-03-17
358,RSK Infrastructure Framework,RIF,0.151385,-0.002,0.01,-0.07,206651.0,125639850.0,2022-03-17
359,Dawn Protocol,DAWN,1.72,0.001,0.0139999999999999,0.006,4063485.0,125035795.0,2022-03-17
360,Alpha Finance,ALPHA,0.280024,0.003,0.004,-0.003,5728562.0,125007857.0,2022-03-17
361,NKN,NKN,0.191882,0.005,-0.003,-0.0139999999999999,5872145.0,124824929.0,2022-03-17
362,Decentral Games,DG,0.322954,-0.01,0.059,0.008,1307545.0,124818085.0,2022-03-17
363,Balancer,BAL,11.52,0.0,0.006,-0.038,8895097.0,124477702.0,2022-03-17
364,Strike,STRK,39.63,0.002,0.044,-0.01,70589902.0,124043364.0,2022-03-17
365,Alien Worlds,TLM,0.099181828389,0.008,0.0279999999999999,-0.019,53533075.0,123122031.0,2022-03-17
366,Dero,DERO,10.93,0.001,0.0069999999999999,-0.158,568520.0,122930832.0,2022-03-17
367,Sun Token,SUN,0.011601809279,0.0,0.0,-0.026,20031921.0,122048839.0,2022-03-17
369,GXChain,GXC,1.62,-0.006,-0.01,-0.046,11044304.0,122034911.0,2022-03-17
371,Spookyswap,BOO,13.41,-0.005,0.027,-0.073,3033122.0,120688730.0,2022-03-17
372,Maple,MPL,26.62,-0.016,0.048,0.216,6013862.0,120557876.0,2022-03-17
373,Kirobo,KIRO,0.125334,0.009,-0.008,-0.102,60450.88,119964465.0,2022-03-17
374,BENQI Liquid Staked AVAX,SAVAX,79.79,-0.0,0.095,0.0289999999999999,1138158.0,119637582.0,2022-03-17
376,Aavegotchi,GHST,1.94,-0.001,0.0,-0.008,28955029.0,117650490.0,2022-03-17
377,FUNToken,FUN,0.011072744983,-0.0069999999999999,0.012,-0.012,840985.0,117522843.0,2022-03-17
378,agEUR,AGEUR,1.11,0.003,0.011,0.005,2130541.0,115865259.0,2022-03-17
379,Alchemix,ALCX,96.93,-0.001,0.023,-0.144,6978992.0,114928689.0,2022-03-17
380,Hoo Token,HOO,1.39,-0.004,0.035,0.059,8832185.0,114432549.0,2022-03-17
383,DODO,DODO,0.395012,-0.003,0.009,-0.033,24729655.0,113721778.0,2022-03-17
384,Hathor,HTR,0.491681,0.001,0.0279999999999999,-0.049,5298234.0,112171936.0,2022-03-17
385,TitanSwap,TITAN,1.12,-0.018,-0.008,-0.038,24457.53,111774842.0,2022-03-17
386,PlatON Network,LAT,0.046419884436,0.005,0.022,-0.047,2598864.0,111691885.0,2022-03-17
387,Phantasma,SOUL,1.07,0.005,-0.009,-0.105,2935493.0,111502505.0,2022-03-17
388,Tornado Cash,TORN,47.28,-0.002,-0.01,-0.044,7275467.0,111302578.0,2022-03-17
389,Klever,KLV,0.020930640049,-0.002,-0.01,0.015,3409196.0,110824223.0,2022-03-17
391,BTC Standard Hashrate Token,BTCST,15.08,0.0069999999999999,-0.015,-0.092,3149394.0,109935865.0,2022-03-17
392,KardiaChain,KAI,0.032601817619,-0.002,-0.015,-0.061,2890097.0,109334845.0,2022-03-17
394,Proton,XPR,0.011066116011,-0.002,0.008,-0.102,8687937.0,109182891.0,2022-03-17
395,Utrust,UTK,0.237003,-0.001,0.015,-0.051,8201156.0,109107417.0,2022-03-17
396,Kava Swap,SWP,1.82,-0.012,0.008,0.0,1981564.0,109049036.0,2022-03-17
397,Regen,REGEN,0.873466,-0.002,0.013,-0.04,185688.0,107921529.0,2022-03-17
398,BakerySwap,BAKE,0.559948,0.002,0.021,-0.016,15467623.0,107743877.0,2022-03-17
399,Hydra,HYDRA,9.26,0.004,0.04,0.0559999999999999,884096.0,107523003.0,2022-03-17
400,Venus,XVS,8.86,0.003,0.04,-0.01,15729939.0,106857130.0,2022-03-17
401,CRYPTO20,C20,3.21,0.005,0.094,-0.0139999999999999,244162.0,106817045.0,2022-03-17
402,Pylon Protocol,MINE,0.054820562279,-0.002,0.025,0.118,255036.0,106639197.0,2022-03-17
403,QuarkChain,QKC,0.016027563853,0.008,0.0279999999999999,-0.031,2308543.0,106547838.0,2022-03-17
404,Orion Protocol,ORN,3.06,0.003,-0.012,-0.074,9655123.0,104853664.0,2022-03-17
405,Seedify.fund,SFUND,4.37,-0.002,0.013,-0.168,3082745.0,104617801.0,2022-03-17
406,TomoChain,TOMO,1.19,0.0069999999999999,0.015,-0.0279999999999999,2030435.0,104551092.0,2022-03-17
407,Ellipsis,EPS,0.166502,-0.001,0.012,-0.0289999999999999,5645716.0,104379795.0,2022-03-17
408,Railgun,RAIL,1.81,-0.001,0.021,-0.175,471794.0,104202720.0,2022-03-17
409,Decentral Games Governance,XDG,0.338029,0.013,0.052,0.013,147662.0,104005183.0,2022-03-17
410,Hermez Network,HEZ,6.17,0.002,0.015,0.013,68193.73,103279211.0,2022-03-17
411,AIOZ Network,AIOZ,0.214561,-0.012,-0.095,-0.107,5493212.0,103148149.0,2022-03-17
412,ICHI,ICHI,23.02,0.005,0.017,0.108,662181.0,100868057.0,2022-03-17
414,Bitcoin Diamond,BCD,0.52929,0.015,0.0289999999999999,-0.0409999999999999,13758923.0,99286361.0,2022-03-17
415,Metal,MTL,1.52,0.004,-0.001,-0.044,10399052.0,98146821.0,2022-03-17
416,Dopex Rebate Token,RDPX,105.79,-0.013,0.052,0.092,1970405.0,97862985.0,2022-03-17
417,Wilder World,WILD,1.17,-0.012,0.004,-0.178,4126450.0,97738316.0,2022-03-17
418,cBAT,CBAT,0.013887822764,0.006,0.016,-0.0005,8343005.0,96581377.0,2022-03-17
419,Wrapped Centrifuge,WCFG,0.481036,-0.003,-0.01,-0.043,1727756.0,95950030.0,2022-03-17
420,Bounce,AUCTION,13.12,0.002,0.002,-0.0,1640514.0,94608029.0,2022-03-17
421,Augur,REP,13.56,0.001,0.01,-0.0409999999999999,5896456.0,94396497.0,2022-03-17
422,sUSD,SUSD,0.997496,0.001,0.004,-0.003,9442897.0,94221877.0,2022-03-17
423,Electroneum,ETN,0.005214209583,0.006,0.025,-0.05,189537.0,93414016.0,2022-03-17
424,KeeperDAO,ROOK,115.76,0.008,0.07,-0.105,652966.0,93199097.0,2022-03-17
425,Dvision Network,DVI,0.380746,0.008,0.091,-0.108,2438408.0,92462684.0,2022-03-17
426,cUNI,CUNI,0.186789,0.002,0.02,0.013,818771.0,91378796.0,2022-03-17
427,Wanchain,WAN,0.472639,0.001,0.0,0.003,5680953.0,91293951.0,2022-03-17
428,IDEX,IDEX,0.142172,0.004,-0.002,-0.055,11854190.0,90697310.0,2022-03-17
429,Verasity,VRA,0.020213148673,0.008,-0.03,-0.113,55707710.0,90445041.0,2022-03-17
430,Neutrino System Base Token,NSBT,35.75,-0.001,0.009,0.188,208377.0,90375202.0,2022-03-17
431,Everipedia,IQ,0.008982625251,-0.005,-0.004,-0.005,2844319.0,90044377.0,2022-03-17
435,AllianceBlock,ALBT,0.229837,-0.003,0.038,0.053,380133.0,88953339.0,2022-03-17
436,ZoidPay,ZPAY,0.303949,-0.004,-0.018,0.212,580730.0,88904956.0,2022-03-17
437,Ampleforth,AMPL,1.07,0.0,-0.049,0.104,1359111.0,88008725.0,2022-03-17
438,Bonfida,FIDA,1.65,-0.002,0.025,-0.083,7357829.0,87734475.0,2022-03-17
439,Avalaunch,XAVA,3.92,-0.002,0.034,-0.024,1323970.0,86912829.0,2022-03-17
440,Adventure Gold,AGLD,1.11,-0.011,0.009,0.089,56512453.0,85908280.0,2022-03-17
441,Adshares,ADS,3.55,0.001,0.0279999999999999,0.298,1188991.0,85408124.0,2022-03-17
442,Automata,ATA,0.368096,0.004,0.004,-0.003,3784037.0,83651315.0,2022-03-17
444,Crabada,CRA,0.957634,0.026,0.064,0.033,2393019.0,83266240.0,2022-03-17
445,CertiK,CTK,1.17,-0.002,-0.003,-0.009,4539353.0,82895723.0,2022-03-17
446,Celo Dollar,CUSD,1.0,-0.001,0.005,0.004,2890566.0,82678314.0,2022-03-17
447,Propy,PRO,1.43,-0.005,0.087,-0.131,1092863.0,82507865.0,2022-03-17
448,Swarm,BZZ,1.26,0.002,0.052,-0.0139999999999999,1150674.0,81979222.0,2022-03-17
449,Clover Finance,CLV,0.313737,-0.003,0.0279999999999999,-0.0139999999999999,10080749.0,81842102.0,2022-03-17
450,Covalent,CQT,0.319453,-0.0,0.036,-0.1,1930543.0,81675970.0,2022-03-17
451,chrono.tech,TIME,113.61,0.012,-0.036,-0.2339999999999999,150984.0,80595619.0,2022-03-17
452,Biswap,BSW,0.355954,0.002,-0.002,0.0579999999999999,4931153.0,80314265.0,2022-03-17
453,Gitcoin,GTC,5.65,0.004,-0.003,-0.102,7848894.0,80282760.0,2022-03-17
456,SafePal,SFP,0.740146,-0.002,0.013,-0.018,8669227.0,80075567.0,2022-03-17
458,BENQI,QI,0.050743317046,0.0,0.024,-0.048,8530801.0,79411049.0,2022-03-17
459,Aergo,AERGO,0.218479,-0.004,0.012,-0.129,7272167.0,79214487.0,2022-03-17
460,Enzyme,MLN,54.27,0.005,0.006,0.033,5114354.0,78897484.0,2022-03-17
461,Nerve Finance,NRV,0.018468001417,-0.015,0.057,-0.04,26173.31,77747624.0,2022-03-17
462,Rai Reflex Index,RAI,3.04,0.003,0.003,0.002,1057135.0,77616933.0,2022-03-17
463,Aurory,AURY,8.09,-0.001,0.008,0.004,1438567.0,76843664.0,2022-03-17
464,RIZON,ATOLO,0.034953545858,0.001,-0.018,-0.05,334964.0,75194885.0,2022-03-17
465,Aave [OLD],LEND,1.47,0.002,0.079,0.072,11843.62,75160944.0,2022-03-17
466,mStable USD,MUSD,0.999305,-0.0,-0.0,0.0,100066.0,74706759.0,2022-03-17
468,Blox,CDT,0.110513,0.053,0.151,-0.0069999999999999,151228.0,74560549.0,2022-03-17
469,PlatonCoin,PLTC,0.682181,-0.001,0.068,0.1989999999999999,195574.0,74286948.0,2022-03-17
470,ShapeShift FOX Token,FOX,0.272417,0.001,0.002,-0.0279999999999999,671439.0,74091492.0,2022-03-17
471,Handshake,HNS,0.155984,-0.004,-0.001,-0.168,171651.0,74049207.0,2022-03-17
472,PEAKDEFI,PEAK,0.05519710958,0.04,-0.018,-0.175,72443.45,74047013.0,2022-03-17
473,Presearch,PRE,0.186584,0.001,0.037,-0.025,706220.0,74002744.0,2022-03-17
474,SingularityNET,AGIX,0.082793325047,-0.001,-0.015,-0.081,1211638.0,73431209.0,2022-03-17
475,Sai,SAI,1.0,0.006,0.016,-0.0005,8343005.0,72643253.0,2022-03-17
476,Sifchain,EROWAN,0.092998915614,0.005,0.026,-0.031,2618246.0,72370847.0,2022-03-17
477,Badger DAO,BADGER,7.24,-0.005,-0.011,-0.074,3893756.0,72193740.0,2022-03-17
478,Index Coop - ETH 2x Flexible Leverage Index,ETH2X-FLI,69.79,0.002,0.0559999999999999,0.063,1140003.0,72083620.0,2022-03-17
479,Oxygen,OXY,0.355128,0.012,0.094,0.09,628756.0,71658098.0,2022-03-17
480,Hifi Finance,MFT,0.007610380739,-0.003,0.0069999999999999,0.0579999999999999,13457578.0,71444464.0,2022-03-17
482,MAPS,MAPS,0.944908,0.0069999999999999,0.143,0.121,1481120.0,70633226.0,2022-03-17
483,Wrapped NXM,WNXM,26.39,0.003,-0.01,-0.03,1579870.0,70593491.0,2022-03-17
484,Sovryn,SOV,3.32,-0.006,-0.0289999999999999,-0.159,732020.0,70581427.0,2022-03-17
485,Netvrk,NTVRK,1.71,-0.0069999999999999,0.1159999999999999,-0.0289999999999999,2603788.0,70480323.0,2022-03-17
486,Dock,DOCK,0.033661853536,0.001,0.008,-0.022,2401530.0,70448413.0,2022-03-17
487,ShareToken,SHR,0.007367750574,-0.0,0.0289999999999999,-0.175,261673.0,69453171.0,2022-03-17
488,TempleDAO,TEMPLE,0.641015,0.001,-0.036,-0.05,857448.0,69369413.0,2022-03-17
490,GuildFi,GF,1.58,0.001,0.031,0.019,4047040.0,68575496.0,2022-03-17
491,ChainX,PCX,1.64,0.006,-0.015,0.033,523787.0,68530128.0,2022-03-17
492,Loom Network (OLD),LOOMOLD,0.082172200347,0.005,0.102,0.018,2657217.0,68416663.0,2022-03-17
493,Travala.com,AVA,1.32,0.002,-0.01,0.003,3591714.0,68291858.0,2022-03-17
495,IRISnet,IRIS,0.055425599401,0.016,-0.003,-0.088,2976839.0,68090240.0,2022-03-17
496,Circuits of Value,COVAL,0.037961003776,0.002,-0.012,-0.054,366787.0,67826274.0,2022-03-17
497,ARPA Chain,ARPA,0.069003373522,-0.0,0.008,-0.037,13633759.0,67762845.0,2022-03-17
498,SuperRare,RARE,0.464613,-0.003,0.0139999999999999,0.019,9398219.0,67388220.0,2022-03-17
499,Verus Coin,VRSC,0.999387,0.053,0.061,-0.122,20275.07,67318962.0,2022-03-17
